country,province,year,age,region,m,f,t
France,Haute-Vienne,1872,0,,4129,3840,7969
France,Haute-Vienne,1872,1,,3417,3294,6711
France,Haute-Vienne,1872,2,,3530,3444,6974
France,Haute-Vienne,1872,3,,3503,3462,6965
France,Haute-Vienne,1872,4,,3455,3350,6805
France,Haute-Vienne,1872,5,,3465,3311,6776
France,Haute-Vienne,1872,6,,3346,3232,6578
France,Haute-Vienne,1872,7,,3539,3328,6867
France,Haute-Vienne,1872,8,,3412,3533,6945
France,Haute-Vienne,1872,9,,3362,3176,6538
France,Haute-Vienne,1881,0,,3938,3434,7372
France,Haute-Vienne,1881,1,,3283,3178,6461
France,Haute-Vienne,1881,2,,4139,4077,8216
France,Haute-Vienne,1881,3,,4234,4011,8245
France,Haute-Vienne,1881,4,,4101,4152,8253
France,Haute-Vienne,1881,5,,4064,3983,8047
France,Haute-Vienne,1881,6,,3896,3945,7841
France,Haute-Vienne,1881,7,,3974,3718,7692
France,Haute-Vienne,1881,8,,3756,3769,7525
France,Haute-Vienne,1881,9,,3654,3600,7254
France,Haute-Vienne,1891,0,,3532,3477,7009
France,Haute-Vienne,1891,1,,3348,3341,6689
France,Haute-Vienne,1891,2,,3992,3939,7931
France,Haute-Vienne,1891,3,,4123,4019,8142
France,Haute-Vienne,1891,4,,3906,3673,7579
France,Haute-Vienne,1891,5,,3907,3956,7863
France,Haute-Vienne,1891,6,,4053,4029,8082
France,Haute-Vienne,1891,7,,3849,3967,7816
France,Haute-Vienne,1891,8,,3614,3844,7458
France,Haute-Vienne,1891,9,,3927,3515,7442
France,Hautes-Alpes,1851,0,,1238,1179,2417
France,Hautes-Alpes,1851,1,,1743,1695,3438
France,Hautes-Alpes,1851,2,,1432,1309,2741
France,Hautes-Alpes,1851,3,,1512,1389,2901
France,Hautes-Alpes,1851,4,,1325,1179,2504
France,Hautes-Alpes,1851,5,,1605,1502,3107
France,Hautes-Alpes,1851,6,,2208,1749,3957
France,Hautes-Alpes,1851,7,,1806,1531,3337
France,Hautes-Alpes,1851,8,,1321,1166,2487
France,Hautes-Alpes,1851,9,,1209,1019,2228
France,Hautes-Alpes,1861,0,,1728,1606,3334
France,Hautes-Alpes,1861,1,,1433,1404,2837
France,Hautes-Alpes,1861,2,,1405,1346,2751
France,Hautes-Alpes,1861,3,,1275,1190,2465
France,Hautes-Alpes,1861,4,,1212,1215,2427
France,Hautes-Alpes,1861,5,,,,
France,Hautes-Alpes,1861,6,,,,
France,Hautes-Alpes,1861,7,,,,
France,Hautes-Alpes,1861,8,,,,
France,Hautes-Alpes,1861,9,,,,
France,Hautes-Alpes,1872,0,,1451,1413,2864
France,Hautes-Alpes,1872,1,,1191,1240,2431
France,Hautes-Alpes,1872,2,,1335,1193,2528
France,Hautes-Alpes,1872,3,,1222,1193,2415
France,Hautes-Alpes,1872,4,,1280,1257,2537
France,Hautes-Alpes,1872,5,,1219,1211,2430
France,Hautes-Alpes,1872,6,,1248,1223,2471
France,Hautes-Alpes,1872,7,,1251,1089,2340
France,Hautes-Alpes,1872,8,,1255,1194,2449
France,Hautes-Alpes,1872,9,,1152,1141,2293
France,Hautes-Alpes,1881,0,,1371,1354,2725
France,Hautes-Alpes,1881,1,,1271,1012,2283
France,Hautes-Alpes,1881,2,,1425,1483,2908
France,Hautes-Alpes,1881,3,,1444,1354,2798
France,Hautes-Alpes,1881,4,,1361,1286,2647
France,Hautes-Alpes,1881,5,,1425,1296,2721
France,Hautes-Alpes,1881,6,,1327,1334,2661
France,Hautes-Alpes,1881,7,,1348,1283,2631
France,Hautes-Alpes,1881,8,,1288,1242,2530
France,Hautes-Alpes,1881,9,,1138,1138,2276
France,Hautes-Alpes,1891,0,,1257,1231,2488
France,Hautes-Alpes,1891,1,,1055,1000,2055
France,Hautes-Alpes,1891,2,,1199,1214,2413
France,Hautes-Alpes,1891,3,,1245,1235,2480
France,Hautes-Alpes,1891,4,,1256,1238,2494
France,Hautes-Alpes,1891,5,,1202,1258,2460
France,Hautes-Alpes,1891,6,,1299,1251,2550
France,Hautes-Alpes,1891,7,,1176,1214,2390
France,Hautes-Alpes,1891,8,,1150,1130,2280
France,Hautes-Alpes,1891,9,,1181,1013,2194
France,Hautes-Pyrénées,1851,0,,2069,1861,3930
France,Hautes-Pyrénées,1851,1,,2126,2040,4166
France,Hautes-Pyrénées,1851,2,,2480,2444,4924
France,Hautes-Pyrénées,1851,3,,2255,2218,4473
France,Hautes-Pyrénées,1851,4,,2114,2198,4312
France,Hautes-Pyrénées,1851,5,,2197,2183,4380
France,Hautes-Pyrénées,1851,6,,2458,2493,4951
France,Hautes-Pyrénées,1851,7,,2450,2226,4676
France,Hautes-Pyrénées,1851,8,,2530,2523,5053
France,Hautes-Pyrénées,1851,9,,2240,2222,4462
France,Hautes-Pyrénées,1861,0,,2376,2364,4740
France,Hautes-Pyrénées,1861,1,,2067,2038,4105
France,Hautes-Pyrénées,1861,2,,2258,2257,4515
France,Hautes-Pyrénées,1861,3,,2075,2005,4080
France,Hautes-Pyrénées,1861,4,,2086,2042,4128
France,Hautes-Pyrénées,1861,5,,,,
France,Hautes-Pyrénées,1861,6,,,,
France,Hautes-Pyrénées,1861,7,,,,
France,Hautes-Pyrénées,1861,8,,,,
France,Hautes-Pyrénées,1861,9,,,,
France,Hautes-Pyrénées,1872,0,,2239,2195,4434
France,Hautes-Pyrénées,1872,1,,1930,2068,3998
France,Hautes-Pyrénées,1872,2,,2212,1961,4173
France,Hautes-Pyrénées,1872,3,,2036,1969,4005
France,Hautes-Pyrénées,1872,4,,2050,2025,4075
France,Hautes-Pyrénées,1872,5,,1998,1955,3953
France,Hautes-Pyrénées,1872,6,,2013,2065,4078
France,Hautes-Pyrénées,1872,7,,1923,1964,3887
France,Hautes-Pyrénées,1872,8,,1980,2035,4015
France,Hautes-Pyrénées,1872,9,,1994,2030,4024
France,Hautes-Pyrénées,1881,0,,2327,2229,4556
France,Hautes-Pyrénées,1881,1,,1820,2137,3957
France,Hautes-Pyrénées,1881,2,,2164,2171,4335
France,Hautes-Pyrénées,1881,3,,2247,2271,4518
France,Hautes-Pyrénées,1881,4,,2182,2214,4396
France,Hautes-Pyrénées,1881,5,,1751,2191,3942
France,Hautes-Pyrénées,1881,6,,1962,2238,4200
France,Hautes-Pyrénées,1881,7,,1719,2151,3870
France,Hautes-Pyrénées,1881,8,,2000,2135,4135
France,Hautes-Pyrénées,1881,9,,1969,2141,4110
France,Hautes-Pyrénées,1891,0,,1604,1559,3163
France,Hautes-Pyrénées,1891,1,,1606,1346,2952
France,Hautes-Pyrénées,1891,2,,1874,1819,3693
France,Hautes-Pyrénées,1891,3,,1894,1833,3727
France,Hautes-Pyrénées,1891,4,,1760,1688,3448
France,Hautes-Pyrénées,1891,5,,1954,1823,3777
France,Hautes-Pyrénées,1891,6,,1961,1870,3831
France,Hautes-Pyrénées,1891,7,,2011,1822,3833
France,Hautes-Pyrénées,1891,8,,1835,2932,4767
France,Hautes-Pyrénées,1891,9,,2044,1825,3869
France,Hérault,1851,0,,2450,2351,4801
France,Hérault,1851,1,,2424,2339,4763
France,Hérault,1851,2,,2415,2321,4736
France,Hérault,1851,3,,2412,2310,4722
France,Hérault,1851,4,,2409,2300,4709
France,Hérault,1851,5,,2407,2301,4708
France,Hérault,1851,6,,2390,2305,4695
France,Hérault,1851,7,,2365,2301,4666
France,Hérault,1851,8,,2359,2291,4650
France,Hérault,1851,9,,2347,2287,4634
France,Hérault,1861,0,,3376,3266,6642
France,Hérault,1861,1,,3362,3481,6843
France,Hérault,1861,2,,3290,3397,6687
France,Hérault,1861,3,,3014,3355,6369
France,Hérault,1861,4,,3397,3004,6401
France,Hérault,1861,5,,,,
France,Hérault,1861,6,,,,
France,Hérault,1861,7,,,,
France,Hérault,1861,8,,,,
France,Hérault,1861,9,,,,
France,Hérault,1872,0,,3814,3959,7773
France,Hérault,1872,1,,3576,3533,7109
France,Hérault,1872,2,,4524,3488,8012
France,Hérault,1872,3,,3225,3204,6429
France,Hérault,1872,4,,2980,3143,6123
France,Hérault,1872,5,,3101,3135,6236
France,Hérault,1872,6,,3082,3045,6127
France,Hérault,1872,7,,3138,3033,6171
France,Hérault,1872,8,,3053,3645,6698
France,Hérault,1872,9,,3154,3012,6166
France,Hérault,1881,0,,3780,3503,7283
France,Hérault,1881,1,,4121,3925,8046
France,Hérault,1881,2,,4008,3874,7882
France,Hérault,1881,3,,3512,3456,6968
France,Hérault,1881,4,,3654,3567,7221
France,Hérault,1881,5,,3300,3280,6580
France,Hérault,1881,6,,3385,3301,6686
France,Hérault,1881,7,,3570,3487,7057
France,Hérault,1881,8,,3524,3463,6987
France,Hérault,1881,9,,3634,3570,7204
France,Hérault,1891,0,,3633,3406,7039
France,Hérault,1891,1,,3252,2992,6244
France,Hérault,1891,2,,3781,3541,7322
France,Hérault,1891,3,,3795,3619,7414
France,Hérault,1891,4,,3577,3485,7062
France,Hérault,1891,5,,3439,3489,6928
France,Hérault,1891,6,,3629,3333,6962
France,Hérault,1891,7,,3494,3336,6830
France,Hérault,1891,8,,3457,3292,6749
France,Hérault,1891,9,,3590,3332,6922
France,Ille-et-Vilaine,1851,0,,6156,6148,12304
France,Ille-et-Vilaine,1851,1,,6420,6106,12526
France,Ille-et-Vilaine,1851,2,,5785,5873,11658
France,Ille-et-Vilaine,1851,3,,5436,5420,10856
France,Ille-et-Vilaine,1851,4,,5294,5385,10679
France,Ille-et-Vilaine,1851,5,,5477,5613,11090
France,Ille-et-Vilaine,1851,6,,5752,5763,11515
France,Ille-et-Vilaine,1851,7,,5772,5802,11574
France,Ille-et-Vilaine,1851,8,,5573,5571,11144
France,Ille-et-Vilaine,1851,9,,5444,5209,10653
France,Ille-et-Vilaine,1861,0,,6859,6836,13695
France,Ille-et-Vilaine,1861,1,,5873,5898,11771
France,Ille-et-Vilaine,1861,2,,5573,6322,11895
France,Ille-et-Vilaine,1861,3,,5584,5786,11370
France,Ille-et-Vilaine,1861,4,,5563,5588,11151
France,Ille-et-Vilaine,1861,5,,,,
France,Ille-et-Vilaine,1861,6,,,,
France,Ille-et-Vilaine,1861,7,,,,
France,Ille-et-Vilaine,1861,8,,,,
France,Ille-et-Vilaine,1861,9,,,,
France,Ille-et-Vilaine,1872,0,,5448,6453,11901
France,Ille-et-Vilaine,1872,1,,5773,5792,11565
France,Ille-et-Vilaine,1872,2,,6154,6121,12275
France,Ille-et-Vilaine,1872,3,,5951,5834,11785
France,Ille-et-Vilaine,1872,4,,5875,5837,11712
France,Ille-et-Vilaine,1872,5,,5773,5796,11569
France,Ille-et-Vilaine,1872,6,,5800,5793,11593
France,Ille-et-Vilaine,1872,7,,5644,5722,11366
France,Ille-et-Vilaine,1872,8,,5697,5817,11514
France,Ille-et-Vilaine,1872,9,,5649,5564,11213
France,Ille-et-Vilaine,1881,0,,6895,7363,14258
France,Ille-et-Vilaine,1881,1,,6393,6426,12819
France,Ille-et-Vilaine,1881,2,,5996,7301,13297
France,Ille-et-Vilaine,1881,3,,6587,5484,12071
France,Ille-et-Vilaine,1881,4,,6434,6404,12838
France,Ille-et-Vilaine,1881,5,,6278,6419,12697
France,Ille-et-Vilaine,1881,6,,6287,6368,12655
France,Ille-et-Vilaine,1881,7,,6414,6012,12426
France,Ille-et-Vilaine,1881,8,,6333,6893,13226
France,Ille-et-Vilaine,1881,9,,5815,5885,11700
France,Ille-et-Vilaine,1891,0,,5807,6089,11896
France,Ille-et-Vilaine,1891,1,,6017,6149,12166
France,Ille-et-Vilaine,1891,2,,6698,6499,13197
France,Ille-et-Vilaine,1891,3,,6374,6644,13018
France,Ille-et-Vilaine,1891,4,,6300,6242,12542
France,Ille-et-Vilaine,1891,5,,5801,6310,12111
France,Ille-et-Vilaine,1891,6,,6030,6256,12286
France,Ille-et-Vilaine,1891,7,,5956,6376,12332
France,Ille-et-Vilaine,1891,8,,6008,6314,12322
France,Ille-et-Vilaine,1891,9,,6240,6240,12480
France,Indre,1851,0,,3189,3006,6195
France,Indre,1851,1,,2816,2771,5587
France,Indre,1851,2,,3272,3301,6573
France,Indre,1851,3,,3050,2915,5965
France,Indre,1851,4,,2817,2789,5606
